Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,MbNifkadGalKodem,HDividendShnatit,HEsekShnatit,HHashkaotShnatit,HRibitShnatit,HSchirutShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,GodelKarkaLoChaklait,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,KarkaChaklaitSetach,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_SetachMigrashBayitprati,M_ShuviDira,m_YeshAshrai,SchumHalvaaLoDiyur1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,ShanaRechishaK1,ChodeshRechishaK1,ChodeshRechishaB1,m_DmeSchirutChodeshi,MatbeaKnuya1,MatbeaBniya1,MatbeaAlutBniya1,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HasakaPratit1,K_MispHadarim1,K_MispHadarimMegurim1,KamaGinaPratit1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,KarkaChaklait1,MdidaKarkaChaklait,KarkaLoChaklait1,KamaKarkaLoChaklait1,MdidaKarkaLoChaklait,m_Mechirkarka,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,k_baalut1,k_MispMeconiyot1,k_mizug1,k_ShaotOzeret1,Meconit1,Ozeret1,ShuviDiraYoter1,SinuyDira21,SinuyDiraP21,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,BituachMenahalimMb1,GemelVPizuyimMB1,kHishMB1,kNeemanutMB1,kPensiaMB1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,PikdonotMB1,PniyaBank1,TChisachonMB1,m_KesefMB1,m_SchumHalvaaDiyur1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HeviDoch1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,MatbeaChisachon1,MatbeaHutz1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MenayotMB1,Minus1
291,,4,2016,455.4757157,2,0,0,0,0,0,0,0,0,0,0,0,0,138000,1,0,1,1,0,,,,99999999,99999999,,2,1,15000,,,1,50000,,,,,,,,,,,,2,2,1,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,,2,,,2,3,3,3,,3,,2,2,,,2,,2,,,,,5,2,0,2,2,3,3,,,,2,3,2,2,1,2,,2,2,1,1,2,2,2,2,2,3,,,90,3,4,,1,1,4,1,1,2,,1,2,,,,,,,,2,1,1,1,1,,3,,1,2,2,1,0,,,,,,,0,,,0,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,1
293,,4,2016,917.8040866,1,0,0,0,0,0,0,0,0,0,0,0,29112,29112,1,0,1,1,0,,,,,,,2,2,99999998,,99999998,2,,,,,,1965,1,,,7,,,,,,,,2,,2,,,,,,,,,,,,,,,2,2,,2,3,2,,2,1,20,,2,3,3,1,,,1,2,,,2,,2,,,,,,2,0,2,2,3,3,,15000,,2,4,2,1,2,2,1,3,,,,,,,,,1,,,804,5,2,,,1,2,1,,2,,2,2,,2,2,,,,,2,2,2,2,2,,,,2,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
294,,4,2016,491.0619655,1,0,0,0,0,0,0,0,0,0,0,0,58350,58350,2,0,2,1,1,,,,,,,2,1,7000,,387880,1,70000,,,,,1974,4,,,7,,,2,2,1,,,2,,2,,,,,,,,,,,,,,,2,2,2,4,3,2,,2,2,,,2,3,3,,,,1,2,,,2,,2,,,,,,2,0,2,2,3,3,,15500,,2,3,2,1,3,3,2,4,,,,,,,,,1,,,82,5,3,,,1,4,1,,2,4,2,1,,2,2,2,1,1,2,2,2,2,2,2,,12,,2,2,2,1,0,,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,1
296,,4,2016,768.0577831,2,0,0,0,0,0,0,0,0,0,0,96000,28716,124716,1,0,1,0,1,,,,,,,2,2,99999998,,99999998,1,,,,,,99999998,99999998,,,,,,1,2,1,1,,2,,,,2,,2,2,1,2,2,2,2,2,2,2,2,1,2,,99999998,2,2,,2,,,2,3,4,4,,3,,1,2,,,2,,2,,,,,5,2,0,2,1,3,3,,99999998,,2,,2,1,2,3,2,3,2,1,2,1,2,2,2,2,1,,,99999998,4,4,,2,1,4,1,,2,1,2,1,,,,2,1,2,2,2,2,2,99999998,2,,,,2,,2,99999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,99999998,2
298,,4,2016,471.4903959,1,0,0,0,0,0,0,0,0,0,0,336000,28368,364368,1,0,1,1,0,,,,,99999999,50,2,2,99999998,,2300000,1,,,,,,1994,10,,,2,,,2,2,1,1,,2,,,,2,,,,,,,,,,,,,1,2,,1,1,2,,2,,,,3,5,4,,,2,2,2,,99999998,1,2,2,,,99999999,99999999,,1,2,2,2,3,3,,340000,1,1,4,1,1,5,14,2,4,,,,,,,,,1,,,145,4,6,,,1,4,1,2,2,4,1,1,,2,2,2,1,1,2,2,1,2,2,1,,,,1,,2,99999999,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,2,,,,1,2
299,,4,2016,631.4162691,1,0,0,0,0,0,0,0,0,0,0,294000,59256,353256,2,0,2,1,1,,,,,120000,,2,1,50000,,4000000,1,130000,,,,,2014,8,,,1,,,1,2,1,1,,2,,,,2,,,,,,,,,,,,,1,2,,3,3,2,,2,,,,2,5,5,,,1,3,2,,,2,,2,,,,,,2,1,2,1,3,3,,3200000,,2,1,1,1,5,99999998,2,2,,,,,,,,,1,,,142,5,9,,,1,4,1,2,1,1,1,1,,2,2,2,1,2,2,2,2,2,2,1,,,,1,,2,5,0,,,,,,,,,,1,2016,1,,2,2,2,1,2,2,,,,,,,,2,,,1,2,2
300,,4,2016,1406.305136,1,0,0,0,0,0,0,0,0,0,0,0,33372,33372,1,0,1,0,1,,,,,,,2,2,0,,99999998,0,,,,,,99999998,99999998,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,2,2,,4,3,2,,2,,,,3,4,3,,,1,1,2,,,2,,2,,,,,,2,0,2,1,3,3,,99999998,,2,,1,1,,,3,,,,,,,,,,1,,99999998,99999998,2,1,,,4,8,1,,3,4,2,1,,2,2,2,1,1,2,2,2,2,2,2,,,,2,,2,99999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,
302,,4,2016,789.4065528,1,0,0,0,0,0,0,0,0,0,0,0,49980,115980,2,0,2,1,1,,,,,,,2,2,10000,,99999998,1,,,,,,1979,99999998,,,8,,,1,2,1,,,2,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,,2,2,,,3,4,3,,,,2,2,,,2,,2,,,,,,2,1,2,2,4,4,,260000,,2,1,2,2,4,8,2,4,,,,,,,,,1,,,90,3,5,,,1,4,1,1,1,,1,2,,2,2,,,,,2,2,2,2,1,,4,,99999999,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
304,,4,2016,622.4964899,1,0,0,0,0,0,0,0,0,0,0,0,53280,53280,2,0,2,1,1,,1000000,,,99999999,,2,2,50000,,5000000,1,,,,,,1973,8,,,7,,,1,2,1,,,2,,2,,,,,,,,,,,,,,,2,2,,2,2,2,,2,1,200,,3,4,4,1,,,2,2,,,2,,2,,,,,,2,0,2,1,3,3,,69500,,2,3,2,2,,,1,,,,,,,,,,1,,,102,5,2,,,1,5,1,1,2,,1,2,,2,2,,,,,2,2,2,2,2,,,,1,,1,3,0,2,2016,10,,,,,,,0,,,,,,,,,,,,,,,,1,2,,,,2,2
305,,4,2016,509.8998723,2,23000,0,0,0,0,0,0,0,0,0,61200,42888,127088,1,0,1,0,1,,,,,,,2,2,2000,,,1,,,,,,,,,,,,,2,2,1,,,,,2,,,,2,1,1,1,2,1,2,2,2,1,2,2,2,,4,3,2,2,,,,,3,3,3,,4,1,1,2,,,2,,2,,,,,3,2,0,2,1,4,3,,,,2,4,1,2,,,,,2,2,2,1,2,1,1,1,,,,90,3,3,,,1,6,6,,2,1,2,1,,,,2,1,2,2,2,1,2,2,2,,,,2,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
306,,4,2016,392.5019197,1,0,0,0,0,360000,0,0,0,0,0,144000,67512,571512,2,0,2,1,1,,,1900000,,100000,,2,2,20000,750,3000000,1,,30,,50,,1985,7,,,2,,,1,2,1,,,2,2,1,4,,,,,,,,,,,,,,99999998,1,,1,1,1,,2,,,,3,5,1,,,,3,2,,,2,,2,,,,,,2,0,2,2,3,3,,120000,,2,3,,2,,,2,,,,,,,,,,1,,,200,5,6,,,1,8,1,2,2,1,1,1,,2,2,2,1,2,2,2,2,1,2,1,,,,1,,2,5,0,,,,4,2016,1,,,,4,2016,1,,,,,,,,,,,,,,,2,1,,1,1,2
307,,4,2016,106.4954844,2,0,0,0,0,0,0,0,0,0,0,48840,33948,82788,1,0,1,1,0,,40000,,,,,2,2,0,,,1,,,,,,,,,,,,,2,2,1,,,,,2,,,,2,2,1,2,2,2,2,2,1,2,99999998,2,2,,2,2,2,2,,,,,3,3,3,,3,,1,2,,,2,,2,,,,,5,2,0,2,1,3,3,,,,2,4,2,2,,,,,2,1,2,1,2,1,2,2,,,,50,5,2,,,1,6,6,,2,4,2,1,,,,1,1,1,2,99999998,1,99999998,99999998,1,,,,99999998,,1,4,0,2,2016,8,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,99999998,2
308,,4,2016,509.8998723,1,0,0,0,0,0,0,0,0,0,0,49200,34452,83652,1,0,1,0,1,,,400000,,5000,,2,2,20000,,99999998,1,,50,,50,,,,,,,,,2,2,1,,,2,,2,,,,,,,,,,,,,,,,,,1,1,2,,2,,,,,,,,,,,2,,,2,,2,,,,,,2,,,,3,2,,,,2,,,,1,2,,2,,,,,,,,,4,,,,4,5,,,1,3,1,,,,2,2,,2,2,,,,,2,2,1,2,1,,,,1,,2,4,0,,,,3,2016,30,,,,3,2016,30,,,,,,,,,,,,,,,2,1,,1,1,2
309,,4,2016,139.3762365,1,0,0,0,0,0,0,0,0,0,0,0,5742.5,88242.5,1,0,1,1,0,,,,,2500,,2,2,99999998,,1350000,2,,,,,,,,99999998,,,7,,,,,,99999998,2,2,1,1,,,,,,,,,,,,,,,,,2,2,2,,2,,,,,,,,,,,2,,,2,,2,,,,,,2,,,,3,5,20000,,,2,4,,,1,1,,1,,,,,,,,,2,1,,80,3,1,1957,,1,4,1,,,1,2,1,,2,1,2,1,2,2,2,2,2,2,2,,,,1,,2,4,0,,,,,,,,,,6,2016,26,,,,,,,,,,,,,,,2,,,1,2,2
310,,4,2016,1311.057753,1,0,0,0,0,0,0,0,0,0,0,0,30990,395281.75,4,2,2,1,1,,100000,,99999998,30000,,1,2,15000,,1700000,1,,,,,,2013,2,,,1,,,2,1,1,,,2,,2,,,,,,,,,,,,,,,2,2,,2,2,2,,2,1,60,,3,5,5,1,,,3,2,,,2,,2,,,,,,2,0,1,2,4,3,,1200000,,2,1,2,1,,,1,,,,,,,,,,1,,,128,3,8,,,1,6,1,2,1,,1,2,,2,2,,,,,1,1,1,1,1,,,,1,,1,1,660000,5,2016,3,,,,0,,,5,2016,3,,,,,,,,1,,,,,,1,2,,,1,2,2
312,,4,2016,534.6455504,1,0,0,0,0,39000,0,0,0,0,0,0,51444,95146,2,0,2,1,1,,,,,,,2,2,0,,99999998,0,,,,,,1976,99999998,,,,,,,,,,,2,2,,,1,1,,,,,,,,,,,,99999998,2,,4,4,2,,2,1,100,,3,4,4,1,,1,2,2,,,2,,2,,,,,,2,0,2,1,4,4,,99999998,,2,1,1,1,1,2,1,2,,,,,,,,,1,,,120,3,4,,,99999998,4,1,2,1,1,1,1,,2,2,2,1,2,2,2,99999998,99999999,99999999,2,,,,99999999,,99999999,99999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,99999998,,,,99999999,
313,,4,2016,865.9162542,1,0,0,0,0,0,0,0,0,0,0,0,9732,9732,1,0,1,0,1,,,,,,,2,2,0,,750000,1,,,,,,2004,7,,,2,,,2,2,1,2,,99999998,,,,2,,,,,,,,,,,,,1,2,,4,3,2,,2,2,,,3,4,4,,,,2,2,,,2,,2,,,,,,2,0,2,1,3,1,,135000,,2,1,2,2,2,3,1,2,,,,,,,,,1,,,100,3,99999998,,,1,4,1,,1,,2,2,3,2,2,,,,,2,2,2,2,2,,,,2,,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
314,,4,2016,505.4125941,1,0,0,0,0,0,0,0,0,0,0,240000,55128,295128,2,0,2,1,1,,99999998,,,99999998,,2,2,40000,,1500000,1,,70,,30,,1978,3,,,7,,,2,2,1,2,,2,,2,,,,,,,,,,,,,,,1,1,,2,2,2,,2,2,,,3,4,4,,,,2,2,,,2,,2,,,,,,2,2,2,2,2,3,,350000,,2,3,2,2,4,9,2,4,,,,,,,,,1,,,100,5,5,,,1,4,1,1,2,1,1,1,,2,2,2,1,2,2,1,2,1,2,2,,,,1,,1,4,0,0,,,0,,,,,,0,,,,,,,,,,,,,,,,,2,,,,1,2
315,,4,2016,1365.661763,2,0,0,0,0,36000,0,0,0,0,0,0,100384,205384,3,2,1,0,1,,,,,200000,,1,2,30000,,,1,,,,,,,,,9000,,,,2,2,1,1,,,1,1,1,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,,,,3,5,4,,2,2,3,2,,600000,2,,2,,,,,1,1,3,2,1,2,4,,,,2,4,1,1,5,12,,4,1,1,1,1,1,1,1,1,,,,140,4,9,,,1,4,2,1,1,1,1,1,,,,2,1,2,2,2,1,1,2,1,,6,2,1,1,2,1,360000,,,,,,,,,,1,2016,1,720000,,,,,,,2,,,,,,,2,,,1,2,1
317,,4,2016,907.1303159,1,0,0,0,0,33000,0,0,0,0,0,0,26088,819888,2,0,2,1,1,,55000,200000,2000000,,,2,2,30000,,3000000,1,,,,20,,1975,8,,,,,,2,1,1,1,,,2,1,1,,,,,,,,,,,,,,1,1,2,3,2,1,2,,1,50,,1,5,5,1,,,2,2,,,2,,2,,,,,,2,0,2,1,99999998,3,,99999998,,2,3,,1,3,6,2,2,,,,,,,,,1,,,120,4,5,,,1,2,1,3,2,1,1,1,,2,2,2,1,2,2,1,1,1,1,1,,12,,2,2,1,5,0,1,2016,13,1,2016,13,1,2016,13,,,,1000000,,,,,,,,,,,,,1,2,1,1,,1,1
318,,4,2016,604.7535341,1,0,0,0,0,0,0,0,0,0,0,522000,51928,623178,2,0,2,1,1,,1000000,36000,145000,,,2,1,100000,,3000000,1,85000,,,,,2004,99999998,,,2,,,2,2,1,2,,2,2,1,1,,,,,,,,,,,,,,1,2,,1,1,2,,1,1,20,,1,5,5,1,,,3,2,2100000,,2,,2,,,,,,2,0,1,2,99999998,4,,384000,,2,3,2,1,,,1,,,,,,,,,,1,,,160,5,6,,,1,5,1,1,2,1,1,1,,2,2,2,1,2,2,2,1,1,1,1,,,,2,,1,5,0,5,2016,29,5,2016,29,5,2016,29,,,,2100000,2,2,2,1,2,2,,,,,,,1,2,1,1,,1,2
321,,4,2016,868.5174648,1,0,0,0,0,0,0,0,0,0,0,36000,26388,62388,1,0,1,0,1,,,,,,,2,2,99999998,,99999999,1,,,,,,1969,8,,,7,,,2,2,2,,,2,,,,2,,,,,,,,,,,,,2,2,,4,3,2,,2,2,,,3,2,2,,,1,1,2,,,2,,2,,,,,,2,0,2,2,3,1,,60000,,2,4,1,2,4,4,1,2,,,,,,,,,1,,,60,1,3,,,1,4,1,,2,,2,2,,2,2,,,,,2,2,2,2,1,,,,2,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
323,,4,2016,1209.507029,1,0,0,0,0,0,0,0,0,0,0,120000,55128,175128,2,0,2,1,1,,,,1600000,400000,,2,2,100000,,1500000,1,,,,,,1988,99999998,,,2,,,2,2,1,,,,,2,,,,,,,,,,,,,,,2,2,,3,2,2,1,,2,,,3,5,5,,,,2,2,2350000,,2,,2,,,,,,2,0,2,1,3,3,,130000,,2,3,2,1,2,3,1,2,,,,,,,,,1,,,106,3,4,,,1,4,1,2,2,1,1,1,,2,2,2,1,2,2,2,1,1,1,1,,,,1,,2,5,0,,,,,,,1,2016,6,1,2016,6,,,,,,,,,,,,,,,2,,1,1,2,2
324,,4,2016,599.6816276,1,0,0,0,0,18000,0,0,0,0,0,27600,31692,77292,1,0,1,0,1,500,99999999,,99999998,99999998,,2,2,99999998,700,99999998,1,,,,,,,,3,,,,,2,2,1,2,99999999,2,99999998,1,1,,,,,,,,,,,,,,1,2,,4,4,2,,2,,,,1,4,4,,,2,2,2,,,2,,1,1,1,99999998,,,2,0,1,2,3,3,99999998,,,2,3,1,2,,,,,,,,,,,,,2,2,,140,5,7,2000,,1,8,1,1,2,1,1,1,,2,2,2,1,2,2,2,2,2,1,2,,,,1,,1,5,0,0,,,0,,,0,,,0,,,,,,,,,,,,4,,,,,1,,,,1,2
325,,4,2016,80.07522636,1,0,0,0,0,0,0,0,0,0,0,0,51240,150227,3,0,3,0,3,,99999998,,99999998,99999998,,2,2,30000,800,3000000,1,,,,,,,,9,,,,,2,2,1,,99999998,2,2,1,1,,,,,,,,,,,,,,2,1,,1,2,2,,2,,,,3,5,5,,,1,3,2,,,2,,2,,,,,,2,0,2,1,3,3,99999998,,,2,1,1,1,,,,,,,,,,,,,2,1,,250,5,6,1988,,1,8,1,2,2,,1,2,,2,2,,,,,2,1,1,1,1,,,,1,,1,5,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,2,,,,1,2
326,,4,2016,604.7535341,1,0,0,0,0,0,0,0,0,0,0,138000,45936,183936,2,0,2,1,1,,,,,99999999,,2,2,0,475,1500000,1,,,,,,1968,12,,,7,,,2,2,1,1,,2,,2,,,,,,,,,,,,,,,1,2,,99999998,2,2,,2,,,,3,4,4,,,1,2,2,,,2,,2,,,,,,2,0,2,2,3,3,,30000,,2,3,1,2,,,1,,,,,,,,,,1,,,90,5,1,,,1,8,1,1,2,,1,2,,2,2,,,,,2,2,2,2,1,,,,1,,2,4,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,2,,,,2,2
327,,4,2016,604.7535341,1,0,0,0,0,120000,0,0,0,0,0,0,52272,532272,2,0,2,1,1,500,,,90000,,13,2,2,50000,,2500000,1,,,,,,1982,99999998,,,0,,,2,2,1,2,,,99999998,1,2,,,,,,,,,,,,,,1,1,,1,2,1,2,,2,,,3,5,5,,,,3,2,,,1,2,1,2,1,10000000,,,2,0,1,2,3,3,,99999998,,2,4,,2,2,5,1,2,,,,,,,,,1,,,200,5,5,,,1,3,1,2,2,1,1,1,,2,2,2,1,2,2,2,1,1,1,2,,,,2,,2,5,0,,,,,,,12,2015,31,,,,8000000,,,,,,,,,,,,,,2,,1,,2,2
328,,4,2016,586.9995771,1,0,0,0,0,0,0,0,0,0,0,6360,35088,41448,1,0,1,0,1,,,,,250000,,2,2,0,,950000,1,,,,,,1970,1,,,7,,,2,2,2,,,2,,2,,,,,,,,,,,,,,,2,2,,4,4,2,,2,2,,,3,3,1,,,,1,2,,,2,,2,,,,,,2,1,2,2,4,4,,42000,,2,3,2,1,3,6,2,2,,,,,,,,,1,,,65,5,4,,,1,4,1,1,2,,1,2,,2,2,,,,,2,2,2,2,1,,,,1,,2,3,0,,,,,,,,,,1,2016,1,,,,,,,,,,,,,,,2,,,1,2,2
329,,4,2016,482.4952867,1,0,0,0,0,0,0,0,0,0,0,0,57216,177216,4,0,4,3,1,,,,,,,2,1,26000,,1500000,1,70000,,,,,1993,12,,,2,,,2,1,1,,,2,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,40,,1,4,3,1,,,3,2,,,2,,2,,,,,,2,0,1,2,3,4,,104000,,2,3,2,2,1,3,2,1,,,,,,,,,1,,,89,5,6,,,1,2,1,,1,,2,2,,2,2,,,,,2,1,1,2,1,,12,2,2,1,2,3,0,,,,,,,,,,,,,,1,1,2,1,2,2,,,,,,,,2,,,,2,1
330,,4,2016,604.7535341,1,0,0,0,0,0,0,0,0,0,0,12600,17442,30042,2,0,2,1,1,,,,,,,2,2,47500,,1500000,1,,,,,,1988,10,,,2,,,2,1,1,1,,2,,2,,,,,,,,,,,,,,,1,2,2,4,4,1,,2,2,,,3,4,3,,,,3,2,,,2,,2,,,,,,2,0,2,2,3,3,,88000,,2,4,,2,2,2,1,3,,,,,,,,,1,,,120,5,3,,,1,3,1,1,2,,1,2,,2,2,,,,,2,1,1,2,1,,12,,2,2,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
331,,4,2016,534.6455504,2,0,0,0,0,18000,0,0,0,0,0,84000,55128,157128,2,0,2,1,1,,,,,,,2,2,99999998,,,1,,,,,,,,,,,,,2,2,2,1,,2,2,1,1,,,2,2,1,2,2,2,2,2,2,2,2,1,2,,2,2,2,,2,,,1,3,5,5,,4,1,2,2,,,2,,2,,,,,4,2,0,2,2,3,3,,,,2,4,1,1,1,2,,1,2,1,2,1,2,2,2,2,3,,,120,4,1,,1,1,4,1,1,1,,1,2,,,,,,,,99999998,99999998,99999998,99999998,99999998,,,,99999998,,99999998,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,99999998,2
332,,4,2016,768.0577831,1,0,0,0,0,0,0,0,0,0,0,114000,50160,164160,1,0,1,0,1,,2000,,,99999998,,2,2,20000,,99999998,1,,,,,,1970,99999998,,,,,,2,2,1,,,,2,1,1,,,,,,,,,,,,,,2,2,,3,2,2,2,,2,,,3,4,3,,,,1,2,,,2,,2,,,,,,2,0,2,1,3,3,,99999998,,2,4,2,1,2,3,1,3,,,,,,,,,1,,,140,5,4,,,1,4,1,1,1,1,1,1,,2,2,2,1,2,2,2,1,2,2,1,,,,1,,1,3,0,1,2016,18,,,,,,,0,,,99999998,,,,,,,,,,,4,,1,1,,,,2,2
333,,4,2016,1387.831555,1,0,0,0,0,0,0,0,0,0,0,66000,60132,126132,2,0,2,1,1,,,,,,,2,2,99999998,,99999998,1,,,,,,1980,3,,,,,,2,2,1,,,2,,,,2,,,,,,,,,,,,,2,2,,2,2,2,,2,2,,,3,4,4,,,3,2,2,,,2,,2,,,,,,2,0,2,2,3,3,,99999998,,2,4,1,1,2,3,1,3,,,,,,,,,1,,,120,5,4,,,1,4,1,1,2,1,1,1,,2,2,2,1,2,2,2,2,2,2,1,,,,2,,2,99999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
334,,4,2016,505.4125941,1,0,0,0,0,0,0,0,0,0,0,96000,55128,151128,2,0,2,1,1,,,,,,,2,2,0,,99999998,1,,70,,30,,1977,99999998,,,7,,,2,2,1,2,,2,,2,,,,,,,,,,,,,,,1,1,,4,4,2,,2,2,,,3,5,5,,,2,2,2,,,2,,2,,,,,,2,2,2,2,3,3,,380000,,2,3,1,1,4,9,2,4,,,,,,,,,1,,,89,5,5,,,1,4,1,1,2,1,1,1,,2,2,2,1,2,2,2,1,2,2,1,,,,2,,2,99999999,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,99999999,,,,1,2
335,,4,2016,604.7535341,1,0,0,0,0,0,0,0,0,0,0,156000,55128,331128,2,0,2,1,1,,,,99999998,,,2,2,30000,,1500000,1,,,,,,1995,12,,,,,,2,2,1,1,,2,,,,2,,,,,,,,,,,,,1,1,,2,2,2,,2,2,,,3,5,5,,,2,3,2,,,2,,2,,,,,,2,1,2,1,3,3,,99999998,,2,1,1,1,2,3,2,2,,,,,,,,,1,,,130,5,7,,,1,3,1,2,2,1,1,1,,2,2,2,1,2,2,2,1,2,1,1,,,,99999998,,99999998,5,0,,,,0,,,0,,,,,,,,,,,,,,,,,99999998,,,1,,,,1,2
336,,4,2016,452.3269179,1,0,0,0,0,0,0,0,0,0,0,0,0,164000,2,0,2,1,1,,55000,,,,,2,2,99999998,,,1,,,,,,,,,,,,,2,2,2,2,,,,2,,,,2,2,2,2,1,2,2,2,2,2,1,1,2,,1,1,2,2,,,,2,3,4,4,,3,,2,2,,,2,,2,,,,,4,2,1,2,2,99999998,2,,,,2,4,2,2,2,3,,3,2,1,1,1,2,2,2,2,,,,100,3,5,,2,1,4,3,1,3,1,1,1,,,,2,1,2,2,1,2,1,99999998,1,,,,2,,1,5,0,2,2016,26,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,2
337,,4,2016,505.4125941,1,0,0,0,0,0,0,0,0,0,0,0,22416,442416,2,0,2,1,1,,,,99999998,99999998,99999998,2,2,50000,520,5000000,1,,70,,30,,1993,99999998,,,,,,2,2,1,1,,2,,,,2,,,,,,,,,,,,,1,1,2,2,2,2,,2,,,,3,5,5,,,1,3,2,,,1,99999998,2,,,99999998,,,2,0,2,2,2,3,,99999998,,2,4,1,1,,,1,,,,,,,,,,1,,,200,4,6,,,2,8,1,2,1,3,1,1,,2,2,2,1,2,2,1,1,1,1,2,,3,,1,2,2,3,0,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,2,,,,1,1
338,,4,2016,1676.90874,1,0,0,0,0,0,0,0,0,0,0,0,11964.58333,424964.5833,3,1,2,1,1,,,,,,,2,1,15000,,,1,99999998,,,,,,,,3900,,,,1,1,1,,,,,2,,,,,,,,,,,,,,,,1,2,2,3,2,2,,2,,,3,5,5,,,1,3,2,,99999998,2,,2,,,,,,1,0,2,1,2,1,,,,2,2,1,1,2,3,,2,,,,,,,,,,,,120,4,,,,2,3,2,,2,,2,2,,,,,,,,1,1,1,2,1,,8,,2,2,2,2,0,,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,1
